N_max,P_mem,OITR,P_acc,P_pool,P_upsamp,P_yolo,BRAM_sys,DSP_sys,Latency_network
32,4,4,4,2,4,1,149,91,820.793462
32,4,4,4,2,4,2,149,97,820.793462
32,4,4,4,2,4,4,149,109,820.793462
32,8,1,2,1,4,1,184,161,777.696301
32,8,1,2,1,4,2,184,167,777.696301
32,8,1,2,1,4,4,184,179,777.696301
32,8,1,2,2,4,1,184,161,776.831021
32,8,1,2,2,4,2,184,167,776.831021
32,8,1,2,2,4,4,184,179,776.831021
32,8,1,4,1,4,1,185,163,777.696301
32,8,1,4,1,4,2,185,169,777.696301
32,8,1,4,1,4,4,185,181,777.696301
32,8,1,4,2,4,1,185,163,776.831021
32,8,1,4,2,4,2,185,169,776.831021
32,8,1,4,2,4,4,185,181,776.831021
32,8,2,2,1,4,1,184,161,497.361808
32,8,2,2,1,4,2,184,167,497.361808
32,8,2,2,1,4,4,184,179,497.361808
32,8,2,2,2,4,1,184,161,496.496528
32,8,2,2,2,4,2,184,167,496.496528
32,8,2,2,2,4,4,184,179,496.496528
32,8,2,4,1,4,1,185,163,497.361808
32,8,2,4,1,4,2,185,169,497.361808
32,8,2,4,1,4,4,185,181,497.361808
32,8,2,4,2,4,1,185,163,496.496528
32,8,2,4,2,4,2,185,169,496.496528
32,8,2,4,2,4,4,185,181,496.496528
32,8,3,2,1,4,1,184,161,497.361808
32,8,3,2,1,4,2,184,167,497.361808
32,8,3,2,1,4,4,184,179,497.361808
32,8,3,2,2,4,1,184,161,496.496528
32,8,3,2,2,4,2,184,167,496.496528
32,8,3,2,2,4,4,184,179,496.496528
32,8,3,4,1,4,1,185,163,497.361808
32,8,3,4,1,4,2,185,169,497.361808
32,8,3,4,1,4,4,185,181,497.361808
32,8,3,4,2,4,1,185,163,496.496528
32,8,3,4,2,4,2,185,169,496.496528
32,8,3,4,2,4,4,185,181,496.496528
32,8,4,2,1,4,1,184,161,482.103062
32,8,4,2,1,4,2,184,167,482.103062
32,8,4,2,1,4,4,184,179,482.103062
32,8,4,2,2,4,1,184,161,481.237782
32,8,4,2,2,4,2,184,167,481.237782
32,8,4,2,2,4,4,184,179,481.237782
32,8,4,4,1,4,1,185,163,482.103062
32,8,4,4,1,4,2,185,169,482.103062
32,8,4,4,1,4,4,185,181,482.103062
32,8,4,4,2,4,1,185,163,481.237782
32,8,4,4,2,4,2,185,169,481.237782
32,8,4,4,2,4,4,185,181,481.237782
32,16,1,2,1,4,1,256,215,637.674381
32,16,1,2,1,4,2,256,221,637.674381
32,16,1,2,1,4,4,256,233,637.674381
32,16,1,2,2,4,1,256,215,636.809101
32,16,1,2,2,4,2,256,221,636.809101
32,16,1,2,2,4,4,256,233,636.809101
32,16,1,4,1,4,1,257,217,637.674381
32,16,1,4,1,4,2,257,223,637.674381
32,16,1,4,1,4,4,257,235,637.674381
32,16,1,4,2,4,1,257,217,636.809101
32,16,1,4,2,4,2,257,223,636.809101
32,16,1,4,2,4,4,257,235,636.809101
32,16,2,2,1,4,1,256,215,408.970048
32,16,2,2,1,4,2,256,221,408.970048
32,16,2,2,1,4,4,256,233,408.970048
32,16,2,2,2,4,1,256,215,408.104768
32,16,2,2,2,4,2,256,221,408.104768
32,16,2,2,2,4,4,256,233,408.104768
32,16,2,4,1,4,1,257,217,408.970048
32,16,2,4,1,4,2,257,223,408.970048
32,16,2,4,1,4,4,257,235,408.970048
32,16,2,4,2,4,1,257,217,408.104768
32,16,2,4,2,4,2,257,223,408.104768
32,16,2,4,2,4,4,257,235,408.104768
32,16,3,2,1,4,1,256,215,408.970048
32,16,3,2,1,4,2,256,221,408.970048
32,16,3,2,1,4,4,256,233,408.970048
32,16,3,2,2,4,1,256,215,408.104768
32,16,3,2,2,4,2,256,221,408.104768
32,16,3,2,2,4,4,256,233,408.104768
32,16,3,4,1,4,1,257,217,408.970048
32,16,3,4,1,4,2,257,223,408.970048
32,16,3,4,1,4,4,257,235,408.970048
32,16,3,4,2,4,1,257,217,408.104768
32,16,3,4,2,4,2,257,223,408.104768
32,16,3,4,2,4,4,257,235,408.104768
32,16,4,2,1,4,1,256,215,397.214142
32,16,4,2,1,4,2,256,221,397.214142
32,16,4,2,1,4,4,256,233,397.214142
32,16,4,2,2,4,1,256,215,396.348862
32,16,4,2,2,4,2,256,221,396.348862
32,16,4,2,2,4,4,256,233,396.348862
32,16,4,4,1,4,1,257,217,397.214142
32,16,4,4,1,4,2,257,223,397.214142
32,16,4,4,1,4,4,257,235,397.214142
32,16,4,4,2,4,1,257,217,396.348862
32,16,4,4,2,4,2,257,223,396.348862
32,16,4,4,2,4,4,257,235,396.348862
64,1,1,2,1,4,1,228,35,5293.266613
64,1,1,2,1,4,2,228,41,5293.266613
64,1,1,2,1,4,4,228,53,5293.266613
64,1,1,2,2,4,1,228,35,5292.401333
64,1,1,2,2,4,2,228,41,5292.401333
64,1,1,2,2,4,4,228,53,5292.401333
64,1,1,4,1,4,1,229,37,5293.266613
64,1,1,4,1,4,2,229,43,5293.266613
64,1,1,4,1,4,4,229,55,5293.266613
64,1,1,4,2,4,1,229,37,5292.401333
64,1,1,4,2,4,2,229,43,5292.401333
64,1,1,4,2,4,4,229,55,5292.401333
64,1,2,2,1,4,1,228,35,3259.441342
64,1,2,2,1,4,2,228,41,3259.441342
64,1,2,2,1,4,4,228,53,3259.441342
64,1,2,2,2,4,1,228,35,3258.576062
64,1,2,2,2,4,2,228,41,3258.576062
64,1,2,2,2,4,4,228,53,3258.576062
64,1,2,4,1,4,1,229,37,3259.441342
64,1,2,4,1,4,2,229,43,3259.441342
64,1,2,4,1,4,4,229,55,3259.441342
64,1,2,4,2,4,1,229,37,3258.576062
64,1,2,4,2,4,2,229,43,3258.576062
64,1,2,4,2,4,4,229,55,3258.576062
64,1,3,2,1,4,1,228,35,3259.441342
64,1,3,2,1,4,2,228,41,3259.441342
64,1,3,2,1,4,4,228,53,3259.441342
64,1,3,2,2,4,1,228,35,3258.576062
64,1,3,2,2,4,2,228,41,3258.576062
64,1,3,2,2,4,4,228,53,3258.576062
64,1,3,4,1,4,1,229,37,3259.441342
64,1,3,4,1,4,2,229,43,3259.441342
64,1,3,4,1,4,4,229,55,3259.441342
64,1,3,4,2,4,1,229,37,3258.576062
64,1,3,4,2,4,2,229,43,3258.576062
64,1,3,4,2,4,4,229,55,3258.576062
64,1,4,2,1,4,1,228,35,3034.012197
64,1,4,2,1,4,2,228,41,3034.012197
64,1,4,2,1,4,4,228,53,3034.012197
64,1,4,2,2,4,1,228,35,3033.146917
64,1,4,2,2,4,2,228,41,3033.146917
64,1,4,2,2,4,4,228,53,3033.146917
64,1,4,4,1,4,1,229,37,3034.012197
64,1,4,4,1,4,2,229,43,3034.012197
64,1,4,4,1,4,4,229,55,3034.012197
64,1,4,4,2,4,1,229,37,3033.146917
64,1,4,4,2,4,2,229,43,3033.146917
64,1,4,4,2,4,4,229,55,3033.146917
64,2,1,2,1,4,1,228,53,2715.300533
64,2,1,2,1,4,2,228,59,2715.300533
64,2,1,2,1,4,4,228,71,2715.300533
64,2,1,2,2,4,1,228,53,2714.435253
64,2,1,2,2,4,2,228,59,2714.435253
64,2,1,2,2,4,4,228,71,2714.435253
64,2,1,4,1,4,1,229,55,2715.300533
64,2,1,4,1,4,2,229,61,2715.300533
64,2,1,4,1,4,4,229,73,2715.300533
64,2,1,4,2,4,1,229,55,2714.435253
64,2,1,4,2,4,2,229,61,2714.435253
64,2,1,4,2,4,4,229,73,2714.435253
64,2,2,2,1,4,1,228,53,1676.365502
64,2,2,2,1,4,2,228,59,1676.365502
64,2,2,2,1,4,4,228,71,1676.365502
64,2,2,2,2,4,1,228,53,1675.500222
64,2,2,2,2,4,2,228,59,1675.500222
64,2,2,2,2,4,4,228,71,1675.500222
64,2,2,4,1,4,1,229,55,1676.365502
64,2,2,4,1,4,2,229,61,1676.365502
64,2,2,4,1,4,4,229,73,1676.365502
64,2,2,4,2,4,1,229,55,1675.500222
64,2,2,4,2,4,2,229,61,1675.500222
64,2,2,4,2,4,4,229,73,1675.500222
64,2,3,2,1,4,1,228,53,1676.365502
64,2,3,2,1,4,2,228,59,1676.365502
64,2,3,2,1,4,4,228,71,1676.365502
64,2,3,2,2,4,1,228,53,1675.500222
64,2,3,2,2,4,2,228,59,1675.500222
64,2,3,2,2,4,4,228,71,1675.500222
64,2,3,4,1,4,1,229,55,1676.365502
64,2,3,4,1,4,2,229,61,1676.365502
64,2,3,4,1,4,4,229,73,1676.365502
64,2,3,4,2,4,1,229,55,1675.500222
64,2,3,4,2,4,2,229,61,1675.500222
64,2,3,4,2,4,4,229,73,1675.500222
64,2,4,2,1,4,1,228,53,1563.027237
64,2,4,2,1,4,2,228,59,1563.027237
64,2,4,2,1,4,4,228,71,1563.027237
64,2,4,2,2,4,1,228,53,1562.161957
64,2,4,2,2,4,2,228,59,1562.161957
64,2,4,2,2,4,4,228,71,1562.161957
64,2,4,4,1,4,1,229,55,1563.027237
64,2,4,4,1,4,2,229,61,1563.027237
64,2,4,4,1,4,4,229,73,1563.027237
64,2,4,4,2,4,1,229,55,1562.161957
64,2,4,4,2,4,2,229,61,1562.161957
64,2,4,4,2,4,4,229,73,1562.161957
64,4,1,2,1,4,1,228,89,1426.317493
64,4,1,2,1,4,2,228,95,1426.317493
64,4,1,2,1,4,4,228,107,1426.317493
64,4,1,2,2,4,1,228,89,1425.452213
64,4,1,2,2,4,2,228,95,1425.452213
64,4,1,2,2,4,4,228,107,1425.452213
64,4,1,4,1,4,1,229,91,1426.317493
64,4,1,4,1,4,2,229,97,1426.317493
64,4,1,4,1,4,4,229,109,1426.317493
64,4,1,4,2,4,1,229,91,1425.452213
64,4,1,4,2,4,2,229,97,1425.452213
64,4,1,4,2,4,4,229,109,1425.452213
64,4,2,2,1,4,1,228,89,884.827582
64,4,2,2,1,4,2,228,95,884.827582
64,4,2,2,1,4,4,228,107,884.827582
64,4,2,2,2,4,1,228,89,883.962302
64,4,2,2,2,4,2,228,95,883.962302
64,4,2,2,2,4,4,228,107,883.962302
64,4,2,4,1,4,1,229,91,884.827582
64,4,2,4,1,4,2,229,97,884.827582
64,4,2,4,1,4,4,229,109,884.827582
64,4,2,4,2,4,1,229,91,883.962302
64,4,2,4,2,4,2,229,97,883.962302
64,4,2,4,2,4,4,229,109,883.962302
64,4,3,2,1,4,1,228,89,884.827582
64,4,3,2,1,4,2,228,95,884.827582
64,4,3,2,1,4,4,228,107,884.827582
64,4,3,2,2,4,1,228,89,883.962302
64,4,3,2,2,4,2,228,95,883.962302
64,4,3,2,2,4,4,228,107,883.962302
64,4,3,4,1,4,1,229,91,884.827582
64,4,3,4,1,4,2,229,97,884.827582
64,4,3,4,1,4,4,229,109,884.827582
64,4,3,4,2,4,1,229,91,883.962302
64,4,3,4,2,4,2,229,97,883.962302
64,4,3,4,2,4,4,229,109,883.962302
64,4,4,2,1,4,1,228,89,827.534757
64,4,4,2,1,4,2,228,95,827.534757
64,4,4,2,1,4,4,228,107,827.534757
64,4,4,2,2,4,1,228,89,826.669477
64,4,4,2,2,4,2,228,95,826.669477
64,4,4,2,2,4,4,228,107,826.669477
64,4,4,4,1,4,1,229,91,827.534757
64,4,4,4,1,4,2,229,97,827.534757
64,4,4,4,1,4,4,229,109,827.534757
64,4,4,4,2,4,1,229,91,826.669477
64,4,4,4,2,4,2,229,97,826.669477
64,4,4,4,2,4,4,229,109,826.669477
64,8,1,2,1,4,1,264,161,781.825973
64,8,1,2,1,4,2,264,167,781.825973
64,8,1,2,1,4,4,264,179,781.825973
64,8,1,2,2,4,1,264,161,780.960693
64,8,1,2,2,4,2,264,167,780.960693
64,8,1,2,2,4,4,264,179,780.960693
64,8,1,4,1,4,1,265,163,781.825973
64,8,1,4,1,4,2,265,169,781.825973
64,8,1,4,1,4,4,265,181,781.825973
64,8,1,4,2,4,1,265,163,780.960693
64,8,1,4,2,4,2,265,169,780.960693
64,8,1,4,2,4,4,265,181,780.960693
64,8,2,2,1,4,1,264,161,489.058622
64,8,2,2,1,4,2,264,167,489.058622
64,8,2,2,1,4,4,264,179,489.058622
64,8,2,2,2,4,1,264,161,488.193342
64,8,2,2,2,4,2,264,167,488.193342
64,8,2,2,2,4,4,264,179,488.193342
64,8,2,4,1,4,1,265,163,489.058622
64,8,2,4,1,4,2,265,169,489.058622
64,8,2,4,1,4,4,265,181,489.058622
64,8,2,4,2,4,1,265,163,488.193342
64,8,2,4,2,4,2,265,169,488.193342
64,8,2,4,2,4,4,265,181,488.193342
64,8,3,2,1,4,1,264,161,489.058622
64,8,3,2,1,4,2,264,167,489.058622
64,8,3,2,1,4,4,264,179,489.058622
64,8,3,2,2,4,1,264,161,488.193342
64,8,3,2,2,4,2,264,167,488.193342
64,8,3,2,2,4,4,264,179,488.193342
64,8,3,4,1,4,1,265,163,489.058622
64,8,3,4,1,4,2,265,169,489.058622
64,8,3,4,1,4,4,265,181,489.058622
64,8,3,4,2,4,1,265,163,488.193342
64,8,3,4,2,4,2,265,169,488.193342
64,8,3,4,2,4,4,265,181,488.193342
64,8,4,2,1,4,1,264,161,459.788517
64,8,4,2,1,4,2,264,167,459.788517
64,8,4,2,1,4,4,264,179,459.788517
64,8,4,2,2,4,1,264,161,458.923237
64,8,4,2,2,4,2,264,167,458.923237
64,8,4,2,2,4,4,264,179,458.923237
64,8,4,4,1,4,1,265,163,459.788517
64,8,4,4,1,4,2,265,169,459.788517
64,8,4,4,1,4,4,265,181,459.788517
64,8,4,4,2,4,1,265,163,458.923237
64,8,4,4,2,4,2,265,169,458.923237
64,8,4,4,2,4,4,265,181,458.923237
64,16,1,2,1,4,1,336,305,459.580213
64,16,1,2,1,4,2,336,311,459.580213
64,16,1,2,1,4,4,336,323,459.580213
64,16,1,2,2,4,1,336,305,458.714933
64,16,1,2,2,4,2,336,311,458.714933
64,16,1,2,2,4,4,336,323,458.714933
64,16,1,4,1,4,1,337,307,459.580213
64,16,1,4,1,4,2,337,313,459.580213
64,16,1,4,1,4,4,337,325,459.580213
64,16,1,4,2,4,1,337,307,458.714933
64,16,1,4,2,4,2,337,313,458.714933
64,16,1,4,2,4,4,337,325,458.714933
64,16,2,2,1,4,1,336,305,291.174142
64,16,2,2,1,4,2,336,311,291.174142
64,16,2,2,1,4,4,336,323,291.174142
64,16,2,2,2,4,1,336,305,290.308862
64,16,2,2,2,4,2,336,311,290.308862
64,16,2,2,2,4,4,336,323,290.308862
64,16,2,4,1,4,1,337,307,291.174142
64,16,2,4,1,4,2,337,313,291.174142
64,16,2,4,1,4,4,337,325,291.174142
64,16,2,4,2,4,1,337,307,290.308862
64,16,2,4,2,4,2,337,313,290.308862
64,16,2,4,2,4,4,337,325,290.308862
64,16,3,2,1,4,1,336,305,291.174142
64,16,3,2,1,4,2,336,311,291.174142
64,16,3,2,1,4,4,336,323,291.174142
64,16,3,2,2,4,1,336,305,290.308862
64,16,3,2,2,4,2,336,311,290.308862
64,16,3,2,2,4,4,336,323,290.308862
64,16,3,4,1,4,1,337,307,291.174142
64,16,3,4,1,4,2,337,313,291.174142
64,16,3,4,1,4,4,337,325,291.174142
64,16,3,4,2,4,1,337,307,290.308862
64,16,3,4,2,4,2,337,313,290.308862
64,16,3,4,2,4,4,337,325,290.308862
64,16,4,2,1,4,1,336,305,275.915397
64,16,4,2,1,4,2,336,311,275.915397
64,16,4,2,1,4,4,336,323,275.915397
64,16,4,2,2,4,1,336,305,275.050117
64,16,4,2,2,4,2,336,311,275.050117
64,16,4,2,2,4,4,336,323,275.050117
64,16,4,4,1,4,1,337,307,275.915397
64,16,4,4,1,4,2,337,313,275.915397
64,16,4,4,1,4,4,337,325,275.915397
64,16,4,4,2,4,1,337,307,275.050117
64,16,4,4,2,4,2,337,313,275.050117
64,16,4,4,2,4,4,337,325,275.050117
64,32,1,2,1,4,1,480,404,379.018773
64,32,1,2,1,4,2,480,410,379.018773
64,32,1,2,1,4,4,480,422,379.018773
64,32,1,2,2,4,1,480,404,378.153493
64,32,1,2,2,4,2,480,410,378.153493
64,32,1,2,2,4,4,480,422,378.153493
64,32,1,4,1,4,1,481,406,379.018773
64,32,1,4,1,4,2,481,412,379.018773
64,32,1,4,1,4,4,481,424,379.018773
64,32,1,4,2,4,1,481,406,378.153493
64,32,1,4,2,4,2,481,412,378.153493
64,32,1,4,2,4,4,481,424,378.153493
64,32,2,2,1,4,1,480,404,241.703022
64,32,2,2,1,4,2,480,410,241.703022
64,32,2,2,1,4,4,480,422,241.703022
64,32,2,2,2,4,1,480,404,240.837742
64,32,2,2,2,4,2,480,410,240.837742
64,32,2,2,2,4,4,480,422,240.837742
64,32,2,4,1,4,1,481,406,241.703022
64,32,2,4,1,4,2,481,412,241.703022
64,32,2,4,1,4,4,481,424,241.703022
64,32,2,4,2,4,1,481,406,240.837742
64,32,2,4,2,4,2,481,412,240.837742
64,32,2,4,2,4,4,481,424,240.837742
64,32,3,2,1,4,1,480,404,241.703022
64,32,3,2,1,4,2,480,410,241.703022
64,32,3,2,1,4,4,480,422,241.703022
64,32,3,2,2,4,1,480,404,240.837742
64,32,3,2,2,4,2,480,410,240.837742
64,32,3,2,2,4,4,480,422,240.837742
64,32,3,4,1,4,1,481,406,241.703022
64,32,3,4,1,4,2,481,412,241.703022
64,32,3,4,1,4,4,481,424,241.703022
64,32,3,4,2,4,1,481,406,240.837742
64,32,3,4,2,4,2,481,412,240.837742
64,32,3,4,2,4,4,481,424,240.837742
64,32,4,2,1,4,1,480,404,229.947117
64,32,4,2,1,4,2,480,410,229.947117
64,32,4,2,1,4,4,480,422,229.947117
64,32,4,2,2,4,1,480,404,229.081837
64,32,4,2,2,4,2,480,410,229.081837
64,32,4,2,2,4,4,480,422,229.081837
64,32,4,4,1,4,1,481,406,229.947117
64,32,4,4,1,4,2,481,412,229.947117
64,32,4,4,1,4,4,481,424,229.947117
64,32,4,4,2,4,1,481,406,229.081837
64,32,4,4,2,4,2,481,412,229.081837
64,32,4,4,2,4,4,481,424,229.081837
128,1,1,2,1,4,1,496,35,6842.079635
128,1,1,2,1,4,2,496,41,6842.079635
128,1,1,2,1,4,4,496,53,6842.079635
128,1,1,2,2,4,1,496,35,6841.214355
128,1,1,2,2,4,2,496,41,6841.214355
128,1,1,2,2,4,4,496,53,6841.214355
128,1,1,4,1,4,1,497,37,6842.079635
128,1,1,4,1,4,2,497,43,6842.079635
128,1,1,4,1,4,4,497,55,6842.079635
128,1,1,4,2,4,1,497,37,6841.214355
128,1,1,4,2,4,2,497,43,6841.214355
128,1,1,4,2,4,4,497,55,6841.214355
128,1,2,2,1,4,1,496,35,4029.152093
128,1,2,2,1,4,2,496,41,4029.152093
128,1,2,2,1,4,4,496,53,4029.152093
128,1,2,2,2,4,1,496,35,4028.286813
128,1,2,2,2,4,2,496,41,4028.286813
128,1,2,2,2,4,4,496,53,4028.286813
128,1,2,4,1,4,1,497,37,4029.152093
128,1,2,4,1,4,2,497,43,4029.152093
128,1,2,4,1,4,4,497,55,4029.152093
128,1,2,4,2,4,1,497,37,4028.286813
128,1,2,4,2,4,2,497,43,4028.286813
128,1,2,4,2,4,4,497,55,4028.286813
128,1,3,2,1,4,1,496,35,4029.152093
128,1,3,2,1,4,2,496,41,4029.152093
128,1,3,2,1,4,4,496,53,4029.152093
128,1,3,2,2,4,1,496,35,4028.286813
128,1,3,2,2,4,2,496,41,4028.286813
128,1,3,2,2,4,4,496,53,4028.286813
128,1,3,4,1,4,1,497,37,4029.152093
128,1,3,4,1,4,2,497,43,4029.152093
128,1,3,4,1,4,4,497,55,4029.152093
128,1,3,4,2,4,1,497,37,4028.286813
128,1,3,4,2,4,2,497,43,4028.286813
128,1,3,4,2,4,4,497,55,4028.286813
128,1,4,2,1,4,1,496,35,3579.541187
128,1,4,2,1,4,2,496,41,3579.541187
128,1,4,2,1,4,4,496,53,3579.541187
128,1,4,2,2,4,1,496,35,3578.675907
128,1,4,2,2,4,2,496,41,3578.675907
128,1,4,2,2,4,4,496,53,3578.675907
128,1,4,4,1,4,1,497,37,3579.541187
128,1,4,4,1,4,2,497,43,3579.541187
128,1,4,4,1,4,4,497,55,3579.541187
128,1,4,4,2,4,1,497,37,3578.675907
128,1,4,4,2,4,2,497,43,3578.675907
128,1,4,4,2,4,4,497,55,3578.675907
128,2,1,2,1,4,1,496,53,3472.740755
128,2,1,2,1,4,2,496,59,3472.740755
128,2,1,2,1,4,4,496,71,3472.740755
128,2,1,2,2,4,1,496,53,3471.875475
128,2,1,2,2,4,2,496,59,3471.875475
128,2,1,2,2,4,4,496,71,3471.875475
128,2,1,4,1,4,1,497,55,3472.740755
128,2,1,4,1,4,2,497,61,3472.740755
128,2,1,4,1,4,4,497,73,3472.740755
128,2,1,4,2,4,1,497,55,3471.875475
128,2,1,4,2,4,2,497,61,3471.875475
128,2,1,4,2,4,4,497,73,3471.875475
128,2,2,2,1,4,1,496,53,2050.389853
128,2,2,2,1,4,2,496,59,2050.389853
128,2,2,2,1,4,4,496,71,2050.389853
128,2,2,2,2,4,1,496,53,2049.524573
128,2,2,2,2,4,2,496,59,2049.524573
128,2,2,2,2,4,4,496,71,2049.524573
128,2,2,4,1,4,1,497,55,2050.389853
128,2,2,4,1,4,2,497,61,2050.389853
128,2,2,4,1,4,4,497,73,2050.389853
128,2,2,4,2,4,1,497,55,2049.524573
128,2,2,4,2,4,2,497,61,2049.524573
128,2,2,4,2,4,4,497,73,2049.524573
128,2,3,2,1,4,1,496,53,2050.389853
128,2,3,2,1,4,2,496,59,2050.389853
128,2,3,2,1,4,4,496,71,2050.389853
128,2,3,2,2,4,1,496,53,2049.524573
128,2,3,2,2,4,2,496,59,2049.524573
128,2,3,2,2,4,4,496,71,2049.524573
128,2,3,4,1,4,1,497,55,2050.389853
128,2,3,4,1,4,2,497,61,2050.389853
128,2,3,4,1,4,4,497,73,2050.389853
128,2,3,4,2,4,1,497,55,2049.524573
128,2,3,4,2,4,2,497,61,2049.524573
128,2,3,4,2,4,4,497,73,2049.524573
128,2,4,2,1,4,1,496,53,1824.960707
128,2,4,2,1,4,2,496,59,1824.960707
128,2,4,2,1,4,4,496,71,1824.960707
128,2,4,2,2,4,1,496,53,1824.095427
128,2,4,2,2,4,2,496,59,1824.095427
128,2,4,2,2,4,4,496,71,1824.095427
128,2,4,4,1,4,1,497,55,1824.960707
128,2,4,4,1,4,2,497,61,1824.960707
128,2,4,4,1,4,4,497,73,1824.960707
128,2,4,4,2,4,1,497,55,1824.095427
128,2,4,4,2,4,2,497,61,1824.095427
128,2,4,4,2,4,4,497,73,1824.095427
128,4,1,2,1,4,1,496,89,1788.071315
128,4,1,2,1,4,2,496,95,1788.071315
128,4,1,2,1,4,4,496,107,1788.071315
128,4,1,2,2,4,1,496,89,1787.206035
128,4,1,2,2,4,2,496,95,1787.206035
128,4,1,2,2,4,4,496,107,1787.206035
128,4,1,4,1,4,1,497,91,1788.071315
128,4,1,4,1,4,2,497,97,1788.071315
128,4,1,4,1,4,4,497,109,1788.071315
128,4,1,4,2,4,1,497,91,1787.206035
128,4,1,4,2,4,2,497,97,1787.206035
128,4,1,4,2,4,4,497,109,1787.206035
128,4,2,2,1,4,1,496,89,1061.008733
128,4,2,2,1,4,2,496,95,1061.008733
128,4,2,2,1,4,4,496,107,1061.008733
128,4,2,2,2,4,1,496,89,1060.143453
128,4,2,2,2,4,2,496,95,1060.143453
128,4,2,2,2,4,4,496,107,1060.143453
128,4,2,4,1,4,1,497,91,1061.008733
128,4,2,4,1,4,2,497,97,1061.008733
128,4,2,4,1,4,4,497,109,1061.008733
128,4,2,4,2,4,1,497,91,1060.143453
128,4,2,4,2,4,2,497,97,1060.143453
128,4,2,4,2,4,4,497,109,1060.143453
128,4,3,2,1,4,1,496,89,1061.008733
128,4,3,2,1,4,2,496,95,1061.008733
128,4,3,2,1,4,4,496,107,1061.008733
128,4,3,2,2,4,1,496,89,1060.143453
128,4,3,2,2,4,2,496,95,1060.143453
128,4,3,2,2,4,4,496,107,1060.143453
128,4,3,4,1,4,1,497,91,1061.008733
128,4,3,4,1,4,2,497,97,1061.008733
128,4,3,4,1,4,4,497,109,1061.008733
128,4,3,4,2,4,1,497,91,1060.143453
128,4,3,4,2,4,2,497,97,1060.143453
128,4,3,4,2,4,4,497,109,1060.143453
128,4,4,2,1,4,1,496,89,947.670467
128,4,4,2,1,4,2,496,95,947.670467
128,4,4,2,1,4,4,496,107,947.670467
128,4,4,2,2,4,1,496,89,946.805187
128,4,4,2,2,4,2,496,95,946.805187
128,4,4,2,2,4,4,496,107,946.805187
128,4,4,4,1,4,1,497,91,947.670467
128,4,4,4,1,4,2,497,97,947.670467
128,4,4,4,1,4,4,497,109,947.670467
128,4,4,4,2,4,1,497,91,946.805187
128,4,4,4,2,4,2,497,97,946.805187
128,4,4,4,2,4,4,497,109,946.805187
128,8,1,2,1,4,1,496,161,945.736595
128,8,1,2,1,4,2,496,167,945.736595
128,8,1,2,1,4,4,496,179,945.736595
128,8,1,2,2,4,1,496,161,944.871315
128,8,1,2,2,4,2,496,167,944.871315
128,8,1,2,2,4,4,496,179,944.871315
128,8,1,4,1,4,1,497,163,945.736595
128,8,1,4,1,4,2,497,169,945.736595
128,8,1,4,1,4,4,497,181,945.736595
128,8,1,4,2,4,1,497,163,944.871315
128,8,1,4,2,4,2,497,169,944.871315
128,8,1,4,2,4,4,497,181,944.871315
128,8,2,2,1,4,1,496,161,566.318173
128,8,2,2,1,4,2,496,167,566.318173
128,8,2,2,1,4,4,496,179,566.318173
128,8,2,2,2,4,1,496,161,565.452893
128,8,2,2,2,4,2,496,167,565.452893
128,8,2,2,2,4,4,496,179,565.452893
128,8,2,4,1,4,1,497,163,566.318173
128,8,2,4,1,4,2,497,169,566.318173
128,8,2,4,1,4,4,497,181,566.318173
128,8,2,4,2,4,1,497,163,565.452893
128,8,2,4,2,4,2,497,169,565.452893
128,8,2,4,2,4,4,497,181,565.452893
128,8,3,2,1,4,1,496,161,566.318173
128,8,3,2,1,4,2,496,167,566.318173
128,8,3,2,1,4,4,496,179,566.318173
128,8,3,2,2,4,1,496,161,565.452893
128,8,3,2,2,4,2,496,167,565.452893
128,8,3,2,2,4,4,496,179,565.452893
128,8,3,4,1,4,1,497,163,566.318173
128,8,3,4,1,4,2,497,169,566.318173
128,8,3,4,1,4,4,497,181,566.318173
128,8,3,4,2,4,1,497,163,565.452893
128,8,3,4,2,4,2,497,169,565.452893
128,8,3,4,2,4,4,497,181,565.452893
128,8,4,2,1,4,1,496,161,509.025347
128,8,4,2,1,4,2,496,167,509.025347
128,8,4,2,1,4,4,496,179,509.025347
128,8,4,2,2,4,1,496,161,508.160067
128,8,4,2,2,4,2,496,167,508.160067
128,8,4,2,2,4,4,496,179,508.160067
128,8,4,4,1,4,1,497,163,509.025347
128,8,4,4,1,4,2,497,169,509.025347
128,8,4,4,1,4,4,497,181,509.025347
128,8,4,4,2,4,1,497,163,508.160067
128,8,4,4,2,4,2,497,169,508.160067
128,8,4,4,2,4,4,497,181,508.160067
128,16,1,2,1,4,1,496,305,524.569235
128,16,1,2,1,4,2,496,311,524.569235
128,16,1,2,1,4,4,496,323,524.569235
128,16,1,2,2,4,1,496,305,523.703955
128,16,1,2,2,4,2,496,311,523.703955
128,16,1,2,2,4,4,496,323,523.703955
128,16,1,4,1,4,1,497,307,524.569235
128,16,1,4,1,4,2,497,313,524.569235
128,16,1,4,1,4,4,497,325,524.569235
128,16,1,4,2,4,1,497,307,523.703955
128,16,1,4,2,4,2,497,313,523.703955
128,16,1,4,2,4,4,497,325,523.703955
128,16,2,2,1,4,1,496,305,318.972893
128,16,2,2,1,4,2,496,311,318.972893
128,16,2,2,1,4,4,496,323,318.972893
128,16,2,2,2,4,1,496,305,318.107613
