N_max,P_mem,OITR,P_acc,P_pool,P_upsamp,P_yolo,BRAM_sys,DSP_sys,Latency_network
128,16,2,2,2,4,2,496,311,318.107613
128,16,2,2,2,4,4,496,323,318.107613
128,16,2,4,1,4,1,497,307,318.972893
128,16,2,4,1,4,2,497,313,318.972893
128,16,2,4,1,4,4,497,325,318.972893
128,16,2,4,2,4,1,497,307,318.107613
128,16,2,4,2,4,2,497,313,318.107613
128,16,2,4,2,4,4,497,325,318.107613
128,16,3,2,1,4,1,496,305,318.972893
128,16,3,2,1,4,2,496,311,318.972893
128,16,3,2,1,4,4,496,323,318.972893
128,16,3,2,2,4,1,496,305,318.107613
128,16,3,2,2,4,2,496,311,318.107613
128,16,3,2,2,4,4,496,323,318.107613
128,16,3,4,1,4,1,497,307,318.972893
128,16,3,4,1,4,2,497,313,318.972893
128,16,3,4,1,4,4,497,325,318.972893
128,16,3,4,2,4,1,497,307,318.107613
128,16,3,4,2,4,2,497,313,318.107613
128,16,3,4,2,4,4,497,325,318.107613
128,16,4,2,1,4,1,496,305,289.702787
128,16,4,2,1,4,2,496,311,289.702787
128,16,4,2,1,4,4,496,323,289.702787
128,16,4,2,2,4,1,496,305,288.837507
128,16,4,2,2,4,2,496,311,288.837507
128,16,4,2,2,4,4,496,323,288.837507
128,16,4,4,1,4,1,497,307,289.702787
128,16,4,4,1,4,2,497,313,289.702787
128,16,4,4,1,4,4,497,325,289.702787
128,16,4,4,2,4,1,497,307,288.837507
128,16,4,4,2,4,2,497,313,288.837507
128,16,4,4,2,4,4,497,325,288.837507
128,32,1,2,1,4,1,640,593,313.985555
128,32,1,2,1,4,2,640,599,313.985555
128,32,1,2,1,4,4,640,611,313.985555
128,32,1,2,2,4,1,640,593,313.120275
128,32,1,2,2,4,2,640,599,313.120275
128,32,1,2,2,4,4,640,611,313.120275
128,32,1,4,1,4,1,641,595,313.985555
128,32,1,4,1,4,2,641,601,313.985555
128,32,1,4,1,4,4,641,613,313.985555
128,32,1,4,2,4,1,641,595,313.120275
128,32,1,4,2,4,2,641,601,313.120275
128,32,1,4,2,4,4,641,613,313.120275
128,32,2,2,1,4,1,640,593,195.300253
128,32,2,2,1,4,2,640,599,195.300253
128,32,2,2,1,4,4,640,611,195.300253
128,32,2,2,2,4,1,640,593,194.434973
128,32,2,2,2,4,2,640,599,194.434973
128,32,2,2,2,4,4,640,611,194.434973
128,32,2,4,1,4,1,641,595,195.300253
128,32,2,4,1,4,2,641,601,195.300253
128,32,2,4,1,4,4,641,613,195.300253
128,32,2,4,2,4,1,641,595,194.434973
128,32,2,4,2,4,2,641,601,194.434973
128,32,2,4,2,4,4,641,613,194.434973
128,32,3,2,1,4,1,640,593,195.300253
128,32,3,2,1,4,2,640,599,195.300253
128,32,3,2,1,4,4,640,611,195.300253
128,32,3,2,2,4,1,640,593,194.434973
128,32,3,2,2,4,2,640,599,194.434973
128,32,3,2,2,4,4,640,611,194.434973
128,32,3,4,1,4,1,641,595,195.300253
128,32,3,4,1,4,2,641,601,195.300253
128,32,3,4,1,4,4,641,613,195.300253
128,32,3,4,2,4,1,641,595,194.434973
128,32,3,4,2,4,2,641,601,194.434973
128,32,3,4,2,4,4,641,613,194.434973
128,32,4,2,1,4,1,640,593,180.041507
128,32,4,2,1,4,2,640,599,180.041507
128,32,4,2,1,4,4,640,611,180.041507
128,32,4,2,2,4,1,640,593,179.176227
128,32,4,2,2,4,2,640,599,179.176227
128,32,4,2,2,4,4,640,611,179.176227
128,32,4,4,1,4,1,641,595,180.041507
128,32,4,4,1,4,2,641,601,180.041507
128,32,4,4,1,4,4,641,613,180.041507
128,32,4,4,2,4,1,641,595,179.176227
128,32,4,4,2,4,2,641,601,179.176227
128,32,4,4,2,4,4,641,613,179.176227
128,64,1,2,1,4,1,928,791,261.339635
128,64,1,2,1,4,2,928,797,261.339635
128,64,1,2,1,4,4,928,809,261.339635
128,64,1,2,2,4,1,928,791,260.474355
128,64,1,2,2,4,2,928,797,260.474355
128,64,1,2,2,4,4,928,809,260.474355
128,64,1,4,1,4,1,929,793,261.339635
128,64,1,4,1,4,2,929,799,261.339635
128,64,1,4,1,4,4,929,811,261.339635
128,64,1,4,2,4,1,929,793,260.474355
128,64,1,4,2,4,2,929,799,260.474355
128,64,1,4,2,4,4,929,811,260.474355
128,64,2,2,1,4,1,928,791,164.382093
128,64,2,2,1,4,2,928,797,164.382093
128,64,2,2,1,4,4,928,809,164.382093
128,64,2,2,2,4,1,928,791,163.516813
128,64,2,2,2,4,2,928,797,163.516813
128,64,2,2,2,4,4,928,809,163.516813
128,64,2,4,1,4,1,929,793,164.382093
128,64,2,4,1,4,2,929,799,164.382093
128,64,2,4,1,4,4,929,811,164.382093
128,64,2,4,2,4,1,929,793,163.516813
128,64,2,4,2,4,2,929,799,163.516813
128,64,2,4,2,4,4,929,811,163.516813
128,64,3,2,1,4,1,928,791,164.382093
128,64,3,2,1,4,2,928,797,164.382093
128,64,3,2,1,4,4,928,809,164.382093
128,64,3,2,2,4,1,928,791,163.516813
128,64,3,2,2,4,2,928,797,163.516813
128,64,3,2,2,4,4,928,809,163.516813
128,64,3,4,1,4,1,929,793,164.382093
128,64,3,4,1,4,2,929,799,164.382093
128,64,3,4,1,4,4,929,811,164.382093
128,64,3,4,2,4,1,929,793,163.516813
128,64,3,4,2,4,2,929,799,163.516813
128,64,3,4,2,4,4,929,811,163.516813
128,64,4,2,1,4,1,928,791,152.626187
128,64,4,2,1,4,2,928,797,152.626187
128,64,4,2,1,4,4,928,809,152.626187
128,64,4,2,2,4,1,928,791,151.760907
128,64,4,2,2,4,2,928,797,151.760907
128,64,4,2,2,4,4,928,809,151.760907
128,64,4,4,1,4,1,929,793,152.626187
128,64,4,4,1,4,2,929,799,152.626187
128,64,4,4,1,4,4,929,811,152.626187
128,64,4,4,2,4,1,929,793,151.760907
128,64,4,4,2,4,2,929,799,151.760907
128,64,4,4,2,4,4,929,811,151.760907
